user_name,review_title,review_date,review_text,rating 
zakdelarocha8,"""Jesus.""",26 September 2020,"""Writing a review in the middle of the movie. Such a disgrace for everyone, the actors, director, producers, everyone.""",1
Snowy4567,"""Best Princess Movie Ever""",23 September 2020,"""Watched this with a room of kids.
Nothing pathetic here,
just A grade feminism in a beautiful movie.PS: ignore the sooks.
It was obvious not an adults only movie.
and the 1-2/10 rating are all from misogynists.""",10
nobledan31,"""A new Holmes legend is born""",29 September 2020,"""I found this movie quite entertaining! It left me wishing there was a mini series or a yearly series made of such. I think the creators have stumbled upon a genius idea and the character that is played in here by the actress, that is already known. Makes this role perfect for her to continue with. Anybody who is a Sherlock Holmes fan should want to follow the adventures of Sherlock Holmes little sister. I sincerely hope their sequels in store 🤗""",9
maswalker,"""Great For Grown-ups Too!""",29 September 2020,"""I just finished watching this movie last night and personally LOVED it (and I'm a middle-aged women -- who I guess still has some 15-year old girl in me, per the previous review stating movie is perfect for that audience). As stated in other reviews, it was charming, clever, funny, & well acted, with some good drama and quizzical whimsy -- keeping you guessing on where it will go. Also great underlying themes/messages about equal rights and self-empowerment to boot (which are very topically relevant today). I also thought Millie Bobby Brown did an awesome job as the lead character.I hope Netflix plans to make movies of the additional books in the near future. I'm ready to watch them!""",10
chrismaga-50336,"""What? Terrorist in a child's film?""",27 September 2020,"""I am shocked. Overall good movie, light hearted and could recommend for family viewing... except for the fact that it turns out Enola Holmes mother left to become a political activist and was apparently building bombs to blow up the political party she didn't agree with.... Why was this scene/storyline inserted in an otherwise enjoyable film?""",3
sharnelperera,"""Snooze fest""",26 September 2020,"""I was so excited to watch this, being a big fan of the older Sherlock Holmes films, but this was honestly nothing more than a snooze fest. The cast was impressive however the storyline was incredibly boring. You'd think a film revolving around the mystery disappearance of Sherlock Holmes (and therefore Enola Holmes's) mother would be somewhat exciting.... but it isn't. Probably the most infuriating thing about the film is Enola herself where she insists on speaking directly to us, the audience. Yes, we get it, you're a young and curious girl about to go on an 'adventure'. Just shut up and get on with it will you?! Sadly, the 'adventure' just never eventuates until maybe the last 10 minutes or so where there is a brief and extremely boring moment where Enola and her love interest are being shot at. But neither is seriously injured ofcourse. Throughout the film, the so called 'puzzle' regarding Enola's mother's disappearance unravels excruciating slowly and with seemingly very little effort or any real detective work. About a quarter of the way into this film, I was looking at the clock wondering when it will end and debating whether or not I should just switch it off early. I persevered on the silly notion that perhaps it will get better. Unfortunately, it didn't.""",3
thomaskruyt,"""A boring and jumbled mess""",26 September 2020,"""Great concept with an intriguing start that really didn't go anywhere. The movie was littered with boring scenes and dull characters that never really progressed the scattered plot. Acting was sub-par from all but Millie Bobbie Brown, who was the only redeeming quality of the film. In a movie where mystery is the name of the game, Enola Holmes quickly attempts and fails to tie everything up in a neat conclusion, leaving the audience dissappinted.""",3
queennnram,"""Yall need to stfu""",25 September 2020,"""If you don't like this movie you're tasteless i'm sorry it's just the truth""",10
enrico-romagnoli,"""I wonder...""",25 September 2020,"""If all those people complaining about the excessive feminism ever bothered to complain about the excessive machismo of 90% of movies in the history of cinema? Apart from that, loved this movie, fun, good pace, good photography, quirky, well acted. What's not to like? Bah humbug!""",9
michael-561-692892,"""It's like that one Bourne film that wasn't.""",25 September 2020,"""It's like that one Jason Bourne film that didn't have Jason Bourne.If this film didn't attach itself to a known name like Sherlock it would have been a movie about a difficult female character out of place during a time when women were told who to be. Nothing more. Nothing less. Instead it's given attention and a Sherlock that has about 100lbs of unused muscle and a female lead that's good at crying. (Cries in every movie she's in)Enola spelled backward is alone. This movie will stand alone like that Bourne film that never was.""",5
qnng-01375,"""Undercooked. Good concept, really really bad execution.""",24 September 2020,"""The movie length was too short when it tried to cover lots of things. Leaving the story felt really rushing.
Like many other detective movies, it set up a hunting-treasure puzzle but everything went too fast. It didn't show much of the characters or the story plot, it's more like a summary.When what happened to Enola's mother, it only took around 25mintues after that for Enola to solve the puzzle that her mom left behind and went on her adventure, and how she's able to figure out everything so fast. In my opinion, the movie rushed through the storyline of her mother while trying to cover Enola character with a short amount of time so it felt like something is missing. Don't get me wrong, I don't hate female protagonist, this one just felt undercooked. I would say it'd be better if the movie length was around 3-4 hours or make it into a series.The views in the movie were really fascinating but I wish they didn't put too much color contrast. Otherwise, the characters' designs and atmosphere lived up to its standard. For the characters' lines, some of them felt like they were written by some college students who first took theatre class :/Overall, good concept and intention, but bad execution and move length too short.""",4
shannon-414,"""Enjoyable""",23 September 2020,"""I really enjoyed this movie. I would love it if there more.""",9
durangq,"""It is exactly what you feared it might be...""",3 October 2020,"""They immediately let you know that life is better without men and that all men do is oppress and put women down.""",1
jdmichie,"""If you're...""",24 September 2020,"""If you're looking for an exciting, unbelievable, mystery movie. This is not it.
Other than the unbelievable portion. Nowadays as long as we break the fourth wall as some say, then the writers think that's enough, without providing a good, fun or believable story. Really slow, and uneventful. But if you're bored, go for it.""",2
AaronRush9,"""Love the history and cinematography but adding feminism to a timeline like this is unrealistic""",23 September 2020,"""I've always loved the sherlock series and just victorian based movies in general, a 5 star cast aswell enjoyable story and a very different take to the series but its obviously has a message of feminism which I understand why they added it in but it wasn't realistic back then so it ruins the realism within the film just abit but im not that mad at it but if you are i wouldnt really recommend but if you love they mystery give it a watch""",7
febyhanifudin,"""This movie is great""",23 September 2020,"""I just can't understand why people can't appreciate this movie.""",8
pooz_the_gun,"""Great idea with an underwhelming execution""",23 September 2020,"""Let me preface this review by saying that this movie has a lot of great things to start a movie with. Namely, it has a great story idea with a nice outline, a really great cast, a nice message and likable characters, except for one for me that was supposed to be likable, being the mother.
However, the main issue with this movie is its pace and at certain points dull story. You just expect more subtlety, mystery and clues from a Sherlock Holmes movie. Instead you get obvious plot twists with a very straight forward story which makes it boring at some spots.
Nice movie to watch once. Had a lot of potential, unfortunately unfulfilled in my opinion.""",6
edhunter-55363,"""Kids Movie""",12 October 2020,"""A good performance by Milli but it's like a kids Xmas movie . Her constant talking to the Camera is annoying .""",2
Jewecala,"""What was that.....""",12 October 2020,"""An extream wast of time, I had to give up.....couldn't even manage to finish watching this....what ever.
To summe it up, one word comes to mind....and it rims with ""HIT"".""",1
jeswin_clement48,"""This is revolting if you are a Sherlock Holmes fan""",11 October 2020,"""You'll lose interest the moment you see Sherlock homes glitching when an unknown character takes lead solving things that even he had missed deduction.""",1
allenlee-89106,"""Brown did a good job, but is this movie necessary?""",11 October 2020,"""First off, props to the actor, Brown is a good fit for her character, it seems her image blends well with Enola's energetic character.Now to the burn im abt to dish, is this movie really necessary? The plot is weird, that she goes on an adventure with a noble kid and somewhat developed feeling for him?, but wasn't her goal was to find her mother in the beginning? In the end she didn't find her mother, more like her mother show up out of nowhere and give us audience another heavy blows of feminism... her mothers role is to a symbol about woman rights, but woman do have rights right now (I'm not getting into the detail that some part of woman's right can be better), so what's the point of this movie? if you want to have a movie intend to audience for children (which I totally think it is), may I suggest you throw out the political correctness?I personally don't see why Henry Cavill is casted for this supporting role, but I guess they need an A name on the list to attract audience, but overall having a strong actor like Cavill on a supporting role feel like it shifts away focus from the main protagonist. I'll not get into detail of how this writer has zero respect for Sir Conan Doyle's work, the rewrite of Mycroft and Sherlocks personality is horrible.overall, I think the cast did their job well, but i do not recommend this movie as I'm unsure of what I'm watching, and I feel like this is an unnecessary movie for political correctness.""",4
overjoyedtoo,"""Fantastic indeed""",3 October 2020,"""Anyone who gives this a low rating most likely only entertained by slasher movies. Incredible story line, cinematography, acting, scene backgrounds, music! A movie or book is meant to take you on an unfamiliar journey and this certainly does. We can't wait until the next movie is out!! Inspirational during these twisted times when we do need to escape reality, but at the same time the incredible details of everything makes you feel you're right there!""",10
jolo-30015,"""Don't waste your time""",3 October 2020,"""Horrible plot and writing, it was all over the place. Not even good acting could save this film.""",3
corinnebernatt,"""Bravo! Adding a Female Hero to the Holmes Legacy.""",3 October 2020,"""I was so happy to watch this movie with my teenage daughters. I grew up reading and watching tales of Sherlock Holmes. But now we have a strong female Holmes that exemplifies women empowerment. Well done. Hope to see more of these movies.""",10
aaaad-74847,"""Boring movie""",3 October 2020,"""My hope was very high, it is boring ..something missing and I don't know what!! The story is so focused in making the female characters take the man part. Women can be elegant smart clean and successful..""",4
0w0,"""Disappointing and not worthy of having 'Holmes' in the title...""",1 October 2020,"""The Sherlock Holmes series (2010-2017) is fantastic, with a 9/10 score.
Both the Sherlock Holmes: A Game of Shadows (2011) movie and Sherlock Holmes (2009) movie, is very good, with an 8/10 score each.SO WHY ON EARTH if the recent movies/series was such highly acclaimed productions, would they deviate so massively from the formula AND do an entire recasting of all the actors while they're at it? It's no wonder then that this movie ended up being only a 5/10 affair. It contains no comedy and honestly very little intrigue, which is something that the above-mentioned titles all had very much of. And with a budget of $60 million, it's truly difficult to see where all that money went to... I mean, the first RDJ Sherlock Holmes movie had a budget of $90 and that movie was filled with massive set-pieces and impressive action sequences, yet this Enola Holmes movie is quite honestly lacking of anything like that.So it has no comedy, little intrigue, no action to speak of and doesn't even have a finished ending... the movie literally ends after 120minutes with NO explanation or resolution of the BIGGEST plot detail in the entire movie (which is of course Enola's mother). Why would you spend 2hours exploring the actions of Enola's mother, and then at the end give literally no explanation of it... it's the dumbest and most disappointing ending to a movie that I've seen in ages.If you're looking for a great movie/series in the Sherlock Holmes universe, then rather watch the titles I've mentioned above, and stay far away from this movie... it's not worth your time and will just lead you along for 2hours only to ultimately disappoint you in the end.""",5
LilySop,"""I love this!""",29 September 2020,"""I love this movie! Enola is a badass and Millie is brilliant! I want sequels and Enola Holmes series with a couple of season. It's women power written all over this film. Just love it!""",9
Sergiodave,"""Pretty good""",29 September 2020,"""'Enola Holmes' follows the adventures of Sherlock Holmes' young sister played by Millie Bobbie Brown. The cast was superb, and the story, okay, but I think as the first in what I imagine will be a few movies, sets the scene for future mysteries well. A good Netflix movie, looking forward to more.""",7
alasdairtdesigns,"""Unexpected and very entertaining!""",28 September 2020,"""I wasn't sure what to expect from this but the cast and trailers intrigued me. I found the film thoroughly enjoyable and quite unexpected. Definitely a feel good film and light hearted but the acting was brilliant, the story kept me captured and some of the moments of suspense during the story was quite thrilling.I would love for this to be turned into a series, I'd definitely keep watching and I think they may well do so as there was definitely an open ending.A very interesting film, quite different from the usual and a nice breath of fresh air.""",9
theteamavengers,"""It is great""",28 September 2020,"""This movie is really great and entertaining. Everyone does a great job. MBB shines as always. Henry Cavill was amazing as Sherlock and he deserves his own movie where he is the main character( as sherlock).The cast is great. The plot is simple but great. It is more of a heartwarming movie. Few scenes were exaggerated. I didn't liked some characters, some were predictable. It's a perfect movie if you want entertainment. It's worth your time""",9
jesskougl,"""Fun, charming, well-acted""",28 September 2020,"""From the first scene, I was hooked. The movie was fun throughout, well-paced, well-staged, well-acted, and nice to look at with the period costumes and sets. I was surprised at how much I loved Sam Claflin in this role as Mycroft; I never would have thought to cast him as such a character, but he pulls it off perfectly. All the leads are charming and entertaining . . . and they add a nice bit of scenery, of course. I couldn't quite get over the casting of a younger actor for the older brother, though; to me it was obvious that Henry Cavill is older than Claflin, and it kept throwing me off. Each performed wonderfully in their roles, though, so I can't completely fault the casting choices. I wasn't a huge fan of how feeling they had Sherlock's character here, it didn't feel true to the Sherlock of his books, but I'm willing to overlook that as being nitpicky on my part.
I would recommend this movie to anyone who isn't a staunch film critic. It's witty and fun.""",9
globalisationana,"""Excellent! Perfect for learning English""",28 September 2020,"""I show my students to learn English pronunciation. It's excellent, specially the fabulous actress Fiona Shaw, has the perfect pitch!
Also there are issues surrounding feminism that I have liked, yet very superficial. And the actors are very goodlooking Henry Cavill is easy on the eye and a very charming Englishman""",10
mountainsinthesun,"""Happy""",27 September 2020,"""Thank you to all the cast for making such a wonderful movie. I actually was able to get my mind off of the problems we all face in 2020!!""",10
bethjazotte,"""Millie worth's it!""",27 September 2020,"""Millie Bobby Brown é uma das atrizes mais promissoras a nova geração... vale a pena assistir só por ela. Mesmo porque Henry Cavill e Sam Claflin quando nem aparecem e tem atuações medíocres (infelizmente, porque amo os dois). Millie Bobby Brown is one of the most promising actresses in the new generation ... worth watching just because of her. Anyway, Henry Cavill and Sam Claflin mostly don't appear and have mediocre performances (unfortunately, because I love them both).#movieslover #netflix""",8
excsvmoderation,"""Fantastic""",27 September 2020,"""Absolutely beautiful and empowering story. Absolutely loved it!""",10
mariousa-54084,"""Charming movie""",27 September 2020,"""Fun and charming movie ... good acting i really enjoyed the movie it was a good story""",9
rutbachoudhury,"""enola holmes""",27 September 2020,"""This was so good and funny. i love enola and tweskbury""",9
p-rsh,"""Not for Sherlock Holmes fans""",26 September 2020,"""So they changed the characters completely. Instead they could have named them differently and it would have been a great movie. Now Sherlock Holmes fans will be comparing it to the Sherlock they know from the Arthur Conan Doyle canon and for me, a Sherlock Holmes fan, it's just weird to see it like this.Then again, calling it Enola HOLMES is better for marketing...""",5
martyalan-38047,"""Millie Bobby Brown""",26 September 2020,"""Watch this young lady rise to superstardom! She plays Enola Holmes to petfection.""",10
nihant,"""Too childish""",26 September 2020,"""Breaking the fourth wall reminds me of Dora the explorer. It gave all the sense if being a kid's movie and then I saw someone dying due to choking, kids jumping off trains, home-made explosions, and that gave the idea that this was not a kid's movie.
Tha girl doesn't fit, maybe it's the actress, maybe the way she is written, it just doesn't fit.Good job by ither actors especially the PC Gamer.Also, didn't like the cheap tactics if it trying to employ that it's good because there is Holmes. Unnecessary nodtalgi to Sherlock stories.Also, the girls keeps forgetting how good she is at jujitsu and what not at plot convenient timings. Why couldn't she escape with the little boy through the window if she was so sharp. I mean a bed was nearby, a stick anything's could have hold the door.Unnecessary plot of womenhood. I mean it's really not needed simply because it was already done excellently in the BBC Sherlock. The East wing episode remember.""",4
mansayon_jesusrey,"""Now rewatching""",26 September 2020,"""This movie is so great that's why I'm watching it again and again.""",10
dawidbalaz,"""Great casual entertainig movie you should give a try and skip only if you are die hard Sherlock fan""",26 September 2020,"""So without spoilers:Enola just from the title focuses on her and not sherlock for you fans there. It's also targetting a demographic of a family watching or everyone who is to be entertained.And this movie does it perfectly. There was no point in the movie that I'd feel bored and it's the little touches where there doesn't need to be a dialogue just a facial expression that you have to be carefully watching in order to understand the whole message of the movie and its focus.4th wall breaking across the whole duration adds a little touch and you do really feel into the main character if you are watching thoroughly. It's in no way a serious Sherlock movie and for a really tough Sherlock fan you better go watch 2009 Robert Downey Jr.'s Sherlock as in my opinion he does a far better ""Sherlock"" Job.Anyhow even though Sherlock is absolutely different for how he should be portrayed it just fits in this a little twisted Sherlock world. And to do justice with the script that I believe has only one point to entertain the audience Henry Cavil does as ever a great job as does the whole cast!To summ it up:At first I thought going into this, that it will be just a ""low budget"" Sherlock movie with some twisted character portrayal and I would just dislike it as a whole,..It... it just wasn't the case at all!I genuinely enjoyed it for the whole duration with a mindset that this may be some side universe of Sherlock and with that in mind ( Sherlock hard fan turned off) I very much liked it and will recommend it to anyone who really isn't a die hard Sherlock fan.And for those kind of people this movie is 10/10Cheers and have a great time.""",10
paveita,"""perfect movie to take a nap !!!""",26 September 2020,"""(if you're not anymore 16, it is just..)
...another (extremely) boring product (bought by netflix) !""",4
jwerbeloff,"""I didn't want it to end""",25 September 2020,"""This is the kind of film I wish existed when I was a teen, as Enola Holmes is a wonderful character and she and her mother are an inspiration. The plot, the characters, the costumes made for a wonderful concoction that kept us entranced and and we loved the parallels drawn to the modern age. I also loved the message for all women to find themselves and that doesn't mean she has to be alone. I absolutely loved it and look forward to watching it again.""",9
vkbqr,"""Finally a cinema worthy production of netflix again""",25 September 2020,"""Head actress plays very credible, beautiful cinematic shots, humor, tension and action alternate well. A fun film for the start of your weekend.""",8
souravalwaysforyou,"""Fitting sister Holmes and a cute movie""",25 September 2020,"""Safest subject to work with, Superman and Superman and Stranger things in starcast the recipe was too good to spoil.
However, with the great power of the name Holms comes responsibilities to keep viewers intriguing. The movie score around all of that. It has Romance, brother sister relationship, parents, politics and much needed hope we all are looking for.
It's only lacking in unpredictability. The feelings it creates in your heart is similar to all Sherlock works we love so it's definitely a treat.""",8
npjy83,"""Good light hearted drama""",25 September 2020,"""The title provides all you need to know. Plus Milly Bobby Brown is tremendous. Why you still reading this? Watch it!""",8
alvarodanielcastro,"""Very entertaining movie.""",25 September 2020,"""Adventures for all family. Maybe a little too long.""",9
peacepace,"""It's a respectable movie on a disrespectful platform""",25 September 2020,"""Rarely do you find a Netflix movie racy without a shame, the directing is great and the acting is fun, I think the actress is very promising.""",8
kunalsalunkhe-uh,"""That is not Sherlock!!! Or even Mycroft.... I came up to 5 for enola....""",25 September 2020,"""Enola character could have been built better. After watching benedict cumberbatch and Robert Downey jr. Play Sherlock, it's hard to see Henry cavill botch it!! Sherlock lacked his usual self.""",5
rhysesp,"""One big cringe""",24 September 2020,"""The entire film had soo many historical errors and the acting was very awful and the story was very boring. The people that give this an 8 or over aren't actually people at all they are intact hamsters or any rodant with a small brain.""",3
prairiewalker,"""Delightful""",28 September 2020,"""No, this isn't some woke feminist foolery. It is charming and well done in all respects. Millie Bobbie Brown has an amazing screen presence. It will be interesting to watch her career. Enjoy!""",10
glint_stars,"""i will pay you five pounds to let me swipe to another movie""",24 September 2020,"""Such a Disappointment.i was really eager to watch it but it turns out to be so childish""",5
thiagosblancos,"""Has anyone involved done any research at all?""",24 September 2020,"""Femminist haters aside, I dislike when writers change everything or the movie makes no sense in the time period is set. I mean, if you are going to spend such amount of money on dresses, sets and all, at least get the rest right . They tried but failed miserably:
the mistery wasn't anythe writing was dullagain, time, time and time, Enola would have ended in an asylum or worse if she behaved like that.The cast was perfect but was wasted in this poor attempt to make a movie, it does not worth your time.""",4
radgavric,"""Not for anyone age 18 or over""",23 September 2020,"""I was expecting more, not too much more as the main protagonist is a 16 year old kid, but after Stranger Things, and being a Sherlock Holmes, I was expecting at least some mystery.
As an adult I would score it a 3, but I don't want to be harsh as, I at least think, 16 year old should find it entertaining enough, although its at least 30 min to long.
Shame""",6
kingofdanerds,"""Great acting but not so great of a mystery""",14 October 2020,"""Well, when I had nothing else to do, I decided to take to Netflix to keep me busy and Enola Holmes was in the top movies. So, why not? Enola Holmes is a 2020 Netflix original (but was originally slated for a theatrical release but due to COVID 19 was put on Netflix). The film stars Millie Bobby Brown who is a fairly popular young actress who has starred in Stranger Things. She also produced this film which is even more extraordinary. Also Henry Cavill (as Sherlock Holmes) and Helena Bonham Carter. The film is based off of some books of which I have not read. The film got positive reviews from critics and audiences of which praised the performance Millie Bobby Brown.The film follows Enola Holmes who lives with her mother. Enola is the younger sister of Sherlock and Mycroft Holmes. One day, Enola's mother goes missing and Sherlock and Mycroft return home. Enola then goes into the care of Mycroft who is dissappointed with Enola and wants to enroll her in a school for girls. Enola runs away, not wanting to do what Mycroft wants, and meets Lord Tewksbury who is a young lord. The rest of the film follows Enola solving the mysteries surrounding her mother and this Lord Tewksbury.Well, for one, the critics were right about one thing. The acting from Millie Bobby Brown is really phenomenal. She is very talented in everything that I have seen her in (and to be honest Stranger Things is the only thing so far that I have seen her in). The acting all around is really good. Another thing I really like is the message here in this film. That being about oppression and feminism and also finding out who you are. I think that those themes were relevant back then and are most certainly relevant today. Those two things, the acting and the themes, are really the two strong points of this film and they really hold this film. But there are some negative things I have to say about this film. The first is more of a minor complaint when compared to the other criticism that I have. The first minor criticism is the fourth wall breaking. It happens way to often and gets really annoying. Fourth wall breaking can be done a clever ways. Take a look at Deadpool for instance. It was alright the first couple of times but after a while it got annoying. Most of the time Enola talks to the audience when she breaks this fourth wall. But there are times when she just glances. I just did not find it very clever and the film could have easily done without. Another minor complaint is that I somewhat wish Sherlock Holmes had a bigger part in the story. The big reason that I watched this film was for the fact that Sherlock Holmes was in this film. Granted, having more focus on Sherlock would definitely take away from Enola who is the star of the film. Also, this is Enola's mystery to solve and not Sherlock's. Which leads me to a major complaint that I seem to find common in some reviews. The mystery. First off all, there are two mysteries. One involving the disappearance of Enola's mother and the other being who is trying to kill Lord Tewksbury. Both mysteries are not very engaging. I have to keep talking about Sherlock Holmes but, Sherlock Holmes mysteries are supposed to be mysteries that work your mind and make you think really hard. These mysteries, do not. But, technically this is not a Sherlock Holmes mystery, this is an Enola Holmes mystery. The conclusions to these mysteries are very predictable and even the way Enola figures them out is by doing cryptograms or something. It is somewhat of a downer. The way I see it, Enola Holmes should be basically Sherlock Holmes but female. I guess a good example would be James Bond Jr. who is basically James Bond, but little. Hopefully that makes sense in what I am trying to describe here....Enola Holmes has some truly fantastic acting and great themes that are fairly relevant but I found myself dissapointed by the lack of mystery surrounding these mysteries. Though I do believe some people would actually get more out of this film that I myself did.""",6
shamq-20118,"""Are you kidding""",7 October 2020,"""This movie was amazing I watched it with my daughter she's 9 ...clean smart funn and great movie""",8
CydonianGuy,"""A really good feminist movie""",7 October 2020,"""It was really enjoyable, the movie its heavily filled with feminist statements, but it doesnt tire you at all... Even though I dont support some of the radical messages(like the Enola's mother plan on how to make your voice heard), it was entertaining.""",7
marraldinho,"""Enjoyable""",4 October 2020,"""I enjoyed it, my daughter, who i'd say is the intended audience also enjoyed. Has a little too much exposition for me, but she didn't really care about that. Some scenes were far too darkly lit to have a proper clue as to what was happening storywise, but other than that its a solid little film.""",8
antonopoulosi,"""The best movies""",30 September 2020,"""You must see this movie now please is the best movie I ever see bro""",10
harshada_shewale,"""Surprisingly good""",27 September 2020,"""This is such a refreshing movie and I ddnt expect it to be. Millie Bobby Brown has really come into her own, great performance. I do like the supporting cast as well, and the sets are awesome. Great costumes, background score and the theme of women's rights.There are many lessons hidden in the movie, and it is a reminder of always looking forward with hope. I approve.""",9
wolfnet-56595,"""Story from alternative universe, apparently""",27 September 2020,"""Since I know enough about history I could not watch it till the end. Such... Ignorance and disrespect to history. Why they even needed Holmes? Only to be able to sell it. Nobody would be interested about that movie if they would not used name of Doyle's character. Ehhh... World need good movies and not another stupid feminist propaganda movie. And worst is they are not even trying to hide it. Men are weak, incompetent while Enola does jiujitsu, understand how to make bombs... And when she interacts with that boy he is opressed by her like useless servant... Damn, I am so happy I remember time when movies was about stories and not stupid propaganda...""",2
dthwlkr,"""Bit like splatter on the wall""",27 September 2020,"""There is just too much going on in this movie and sub plots that lead nowhere and bits included just for the sake of the storyline.Has absolutely nothing to do with 'Holmes', might as well have called it 'Enola gooseberry'. Only to cash in on the whole Holmes popularity. Rather would have been less disappointing had they not linked it to Holmes.Acting isn't half bad but Henry Cavill is a wastes opportunity.Watch this movie while browsing Instagram or Facebook or playing games or washing utensils, good to have some noise in the background.Otherwise, avoid it, you're not missing out on anything noteworthy.""",5
thedarks-2,"""Fun Interpretation of the Book Series""",27 September 2020,"""I've read a few of the Enola Homles books and after several friends recommended this movie I sat down to watch it. I think they did a very good job interpreting the storyline and feel of the books. I enjoyed watching the movie.I was a little surprised it was a movie instead of planning to make the books into a series (one book per season?). I hope Netflix considers making more of the books into either more movies or series format.History buffs and Holmes purists will probably dislike this movie. I think fans of the books will enjoy seeing the characters come to life.""",8
pronitmallick,"""Enola has her own perfect world""",27 September 2020,"""Enola Holmes checks out as a movie that starts with a jolly mood and good performance from the actors which makes us blend into the movie. The film progresses smoothly with the actor's performance and the screenplay continuously gripping the act. Some of the scenes at some point feel kind of forced but it goes on with the story. The confrontation between the actors works
as a fine point for the film. The ending is just ok. Overall it's a movie that you can definitely watch for at least once.""",7
jaynemason-56519,"""Good light hearted film""",27 September 2020,"""Nice change from all the horror films out there. Enola plays a great part in drawing you in to the caricata. Good family film.""",10
romboutv,"""Fresh story with weird twist""",27 September 2020,"""The story is very compelling and is line as an tru Holmes story. The interacrivness with the main lead to the viewer is refreshing and probably a hit for the audience. I read some.people didn't say this jolds up to a Holmes story, yet I do find it very much so. Its a actually very refreshing seeing it from a different standpoint.The big peoblem though.... This whole story builds up to her finding her mother. After a certain event she is good with Sherlock, with which she's always been. But suddenly there seems to be a time frame twist and switch my we see her with her mother some small talk and thats it! It's a complete anti climax. It's really a nice movie. But the end just sucks!!""",8
Tweekums,"""A fun Nineteenth Century investigation with Sherlock Holmes' younger sister""",27 September 2020,"""This film is centred on Enola Holmes, the sixteen year old sister of famous detective Sherlock. She was raised by her mother after her father died and brothers left home. When her mother mysteriously disappears she is made the ward of elder brother Mycroft, he intends to send her to boarding school so she runs away; determined to follow clues left by her mother. On the train she crosses paths with the young Viscount Tewkesbury who has also fled his family and is being searched for by a man in a brown bowler hat. She helps him escape and once in London they part ways... it isn't too long before she realises that she must help him if she is to solve her own problems. While she is undertaking her investigation brother Sherlock is looking for her.I really enjoyed this film despite not being in the target demographic. It was fun from start to finish; largely thanks to Millie Bobby Brown's brilliant performance as our eponymous heroine... I'd be very surprised if she doesn't become a major name in Hollywood. The character is spirited and likeable, delivering occasional fourth wall breaking comments to camera. The rest of the cast, which includes several familiar faces also impresses. The story provides some nice twists and turns and some genuinely tense moments, but nothing too scary for all but younger children. There is also plenty of humour but nothing too forced. Overall I'd certainly recommend this to anybody after fun, inoffensive, family suitable adventure.""",8
Taylerc-wood,"""Fantastic Film!""",27 September 2020,"""This movie is gold! Very talented cast and wonderfully unique storyline. Thank you Netflix! Grateful this popped up in my feed. A brilliant unexpected surprise. Give this movie a watch!! You won't regret it.""",10
wjvanzc,"""Loved it!""",26 September 2020,"""I love that her mother was the one who drove and shaped enola, and I'm really glad to see a relationship like that in a movie like this.""",7
abeeralsubaie,"""Great Mother-Daughter relationship""",26 September 2020,"""I liked the relationship between Enola and her mother, how her mother taught her the most important morals and values of life, how she should think and feel to concur the world, ignoring what society and others think. I would love to have this kind of relationship with my daughter soon. Also, not forgetting Enola's relationship with her uncle Sherlock, he is the example ,in my opinion, of how an uncle should be, so supportive, understanding, encouraging, and inspiring. So heartwarming this movie.""",8
ramakrushnamahapatra,"""Excellent Movie""",26 September 2020,"""Now we want Henry Cavill version of Sherlock Holmes""",8
stylianosoteriou,"""Casual chill Friday""",25 September 2020,"""If you re a fan of Sherlock Holmes movies you must see this but it not is the same level ! Not bad choice and it seems that they will be more and hope with better results!""",7
evitajuliadepauw,"""Actually really heartfelt""",25 September 2020,"""I went into the movie with very low expectations. It was going to be a ""feminist"" movie written en directed by men. But I was pleasantly surprised. Yeah the feminist themes were a on the nose at times, but not shallow as I expected.
As for historical accuracy. The character Enola's representation is the most inaccurate: lose hair, low necklines during day time, no hat etc. But the character in the background of shots were immaculately dressed. As if the costume designers put more work into them than the main characters.
Furthermore, a lot of people have criticized it for being too ""pc"" for its inclusiveness. However I always believe that a movie can make it historical by accurate clothing, mannerisms, settings, etc. rather than an all white cast. Racism isn't the only thing that would make something historically accurate.""",7
